Alue,Vuosi,"Asuntoväestö, henkilöä","Asuntoväestö, lapsia",Pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pienituloisten lasten lukumäärä asuntoväestössä,Asuntoväestön pienituloisuusaste (raja 60 % mediaanista),Asuntoväestöön kuuluvien lasten pienituloisuusaste,Pitkittyneesti pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten lukumäärä asuntoväestössä,Pitkittyneesti pienituloisten henkilöiden osuus (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten osuus asuntoväestössä
Mustasaari,2006,17487,,1564,,8.9,,895,,5.1,
Mustasaari,2007,17777,,1508,,8.5,,893,,5,
Mustasaari,2008,17963,,1479,,8.2,,960,,5.3,
Mustasaari,2009,18170,,1499,,8.2,,986,,5.4,
Mustasaari,2010,18488,4306,1351,226,7.3,5.2,906,,4.9,
Mustasaari,2011,18722,4367,1305,212,7,4.9,860,,4.6,
Mustasaari,2012,18875,4426,1296,233,6.9,5.3,807,,4.3,
Mustasaari,2013,19032,4503,1196,209,6.3,4.6,773,96,4.1,2.1
Mustasaari,2014,19151,4548,1322,282,6.9,6.2,766,96,4,2.1
Mustasaari,2015,19158,4511,1258,261,6.6,5.8,736,96,3.8,2.1
Mustasaari,2016,19210,4584,1326,277,6.9,6,769,104,4,2.3
Mustasaari,2017,19192,4581,1394,312,7.3,6.8,789,125,4.1,2.7
Mustasaari,2018,19241,4579,1388,322,7.2,7,785,127,4.1,2.8
Mustasaari,2019,19237,4582,1449,317,7.5,6.9,837,132,4.4,2.9
Mustasaari,2020,19222,4562,1242,265,6.5,5.8,770,121,4,2.7
Mustasaari,2021,19288,4533,1313,295,6.8,6.5,768,124,4,2.7
Mustasaari,2022,19413,4512,1314,276,6.8,6.1,770,123,4,2.7
Muurame,1995,7157,,549,,7.7,,,,,
Muurame,1996,7337,,538,,7.3,,,,,
Muurame,1997,7532,,517,,6.9,,,,,
Muurame,1998,7721,,613,,7.9,,255,,3.3,
Muurame,1999,7792,,673,,8.6,,263,,3.4,
Muurame,2000,7964,,714,,9,,297,,3.7,
Muurame,2001,8126,,780,,9.6,,356,,4.4,
Muurame,2002,8279,,745,,9,,398,,4.8,
Muurame,2003,8406,,755,,9,,430,,5.1,
Muurame,2004,8475,,800,,9.4,,397,,4.7,
Muurame,2005,8571,,813,,9.5,,413,,4.8,
Muurame,2006,8779,,841,,9.6,,456,,5.2,
Muurame,2007,8877,,908,,10.2,,500,,5.6,
Muurame,2008,9053,,872,,9.6,,511,,5.6,
Muurame,2009,9110,,896,,9.8,,538,,5.9,
Muurame,2010,9145,2519,807,175,8.8,6.9,464,,5.1,
Muurame,2011,9322,2600,807,187,8.7,7.2,444,,4.8,
Muurame,2012,9448,2595,765,193,8.1,7.4,457,,4.8,
Muurame,2013,9465,2524,723,150,7.6,5.9,464,71,4.9,2.8
Muurame,2014,9595,2590,718,190,7.5,7.3,444,83,4.6,3.2
Muurame,2015,9677,2594,718,163,7.4,6.3,429,69,4.4,2.7
Muurame,2016,9812,2605,675,152,6.9,5.8,421,80,4.3,3.1
Muurame,2017,9977,2623,751,188,7.5,7.2,430,80,4.3,3
Muurame,2018,10038,2667,770,200,7.7,7.5,437,86,4.4,3.2
Muurame,2019,10016,2647,710,169,7.1,6.4,434,82,4.3,3.1
Muurame,2020,10118,2642,717,179,7.1,6.8,438,87,4.3,3.3
Muurame,2021,10274,2655,760,185,7.4,7,442,78,4.3,2.9
Muurame,2022,10338,2650,742,196,7.2,7.4,424,87,4.1,3.3
Mynämäki,1995,7762,,712,,9.2,,,,,
Mynämäki,1996,7733,,759,,9.8,,,,,
Mynämäki,1997,7718,,842,,10.9,,,,,
Mynämäki,1998,7764,,954,,12.3,,482,,6.2,
Mynämäki,1999,7760,,920,,11.9,,536,,6.9,
Mynämäki,2000,7777,,1010,,13,,568,,7.3,
Mynämäki,2001,7810,,974,,12.5,,563,,7.2,
Mynämäki,2002,7834,,931,,11.9,,586,,7.5,
Mynämäki,2003,7909,,1009,,12.8,,627,,7.9,
Mynämäki,2004,7937,,1029,,13,,623,,7.8,
Mynämäki,2005,7929,,974,,12.3,,634,,8,
Mynämäki,2006,7883,,1002,,12.7,,614,,7.8,
Mynämäki,2007,7912,,1064,,13.4,,637,,8.1,
Mynämäki,2008,7918,,1068,,13.5,,691,,8.7,
Mynämäki,2009,7942,,956,,12,,660,,8.3,
Mynämäki,2010,7937,1703,913,143,11.5,8.4,619,,7.8,
